date;PM25;PM10;TEMP;HUMIDITY;WIND SPEED
27/08/2021;59;30;15.2;84.1;9.7
28/08/2021;60;36;14.8;85.9;12.9
29/08/2021;73;31;14.1;86.8;6.8
30/08/2021;71;16;14.4;90.3;10.9
31/08/2021;39;20;16.3;82.7;17.4
01/09/2021;32;27;16.1;78.3;35.9
02/09/2021;39;32;14.3;73.0;27
03/09/2021;48;20;14.2;76.2;23.8
04/09/2021;30;14;14.2;62.0;18.3
05/09/2021;26;30;13.0;59.3;14.8
06/09/2021;43;40;11.6;69.1;8.2
07/09/2021;61;51;14.2;69.0;12.1
08/09/2021;84;44;16.3;75.2;10.1
09/09/2021;75;52;17.8;73.8;15.6
10/09/2021;67;49;17.5;69.3;14.5
11/09/2021;75;40;17.9;72.3;12.9
12/09/2021;75;41;18.3;88.0;12.2
13/09/2021;64;36;17.2;82.6;16.6
14/09/2021;57;36;16.0;81.9;8.9
15/09/2021;68;35;16.2;80.3;11.9
16/09/2021;78;30;17.0;88.2;15.8
17/09/2021;67;17;16.2;89.2;21.1
