date;PM25;PM10;TEMP;HUMIDITY;WIND SPEED
04/04/2017;68;57;14.3;61.1;21.2
05/04/2017;83;18;13.7;57.9;17.4
06/04/2017;49;44;6.4;77.4;33.6
07/04/2017;72;45;5.1;84.3;15.3
08/04/2017;68;52;9.7;66.2;27
09/04/2017;106;51;8.1;83.2;13.5
10/04/2017;94;46;13.1;64.3;23.5
11/04/2017;61;33;7.3;67.3;39.3
12/04/2017;84;19;5.7;83.8;24.6
13/04/2017;60;17;7.8;82.0;35.1
14/04/2017;54;32;6.3;81.5;36.9
15/04/2017;84;13;8.3;78.6;21.9
16/04/2017;44;14;4.6;71.8;36.7
17/04/2017;50;15;3.4;62.6;17.2
18/04/2017;50;24;3.4;65.9;37.7
19/04/2017;56;36;4.4;50.7;39.8
20/04/2017;64;59;4.0;47.6;26.6
21/04/2017;106;28;5.6;66.6;30.6
22/04/2017;57;24;7.3;63.0;45.9
23/04/2017;49;33;4.7;71.7;35.2
24/04/2017;61;43;5.9;65.4;28
25/04/2017;83;19;11.4;57.6;33
26/04/2017;63;25;5.8;85.2;15.3
27/04/2017;73;23;5.1;84.1;10
28/04/2017;73;28;5.5;90.9;22.4
29/04/2017;66;24;7.0;79.0;16.6
30/04/2017;69;13;7.5;71.3;19.3
01/05/2017;43;13;10.2;55.9;27.2
02/05/2017;44;19;9.0;65.4;34.3
03/05/2017;64;21;8.5;83.1;23.7
04/05/2017;63;30;12.8;85.2;30.3
05/05/2017;73;48;16.4;72.4;12.1
06/05/2017;83;36;18.0;66.6;15.1
07/05/2017;100;23;12.5;92.1;16.9
08/05/2017;59;25;7.5;84.1;31.5
09/05/2017;47;37;4.5;66.2;31.7
10/05/2017;75;26;5.3;69.2;17.5
11/05/2017;76;33;8.4;81.4;15.3
12/05/2017;81;36;12.8;72.5;27.7
13/05/2017;76;39;15.3;65.3;21.9
14/05/2017;84;52;15.9;61.1;11.1
15/05/2017;86;36;15.4;67.6;15
16/05/2017;65;35;16.9;60.3;19.6
17/05/2017;53;36;16.7;49.8;9.5
18/05/2017;59;32;18.3;48.5;18.8
19/05/2017;52;46;19.5;45.0;25.9
20/05/2017;63;46;20.9;48.1;15.9
21/05/2017;73;40;17.3;71.2;34.9
22/05/2017;51;45;16.8;60.3;19.6
23/05/2017;56;40;18.5;49.6;14.2
24/05/2017;79;33;13.7;84.7;11.7
25/05/2017;59;44;15.6;66.9;19
26/05/2017;71;43;15.5;74.7;20.4
27/05/2017;74;31;17.3;60.7;15.8
28/05/2017;53;41;19.4;58.0;10.1
29/05/2017;62;53;21.3;59.8;18.8
30/05/2017;68;50;21.0;62.4;14.6
31/05/2017;67;47;19.8;66.0;27
01/06/2017;62;46;13.9;65.3;24.1
02/06/2017;57;24;16.2;56.1;25.7
03/06/2017;33;25;15.2;37.9;18.5
04/06/2017;52;33;19.1;55.5;24.8
05/06/2017;58;26;17.6;65.3;22.9
06/06/2017;60;32;19.1;62.9;28
07/06/2017;51;42;18.0;64.8;23.2
08/06/2017;61;43;16.0;60.0;16.3
09/06/2017;64;34;19.1;54.8;13.2
10/06/2017;59;26;19.5;62.0;22
11/06/2017;48;35;19.1;59.9;22.9
12/06/2017;64;30;18.4;71.3;18.8
13/06/2017;53;27;16.1;67.8;29.9
14/06/2017;52;22;15.9;69.1;29.8
15/06/2017;49;29;17.2;66.8;16.1
16/06/2017;64;24;17.7;73.8;18.5
17/06/2017;52;24;16.6;71.0;25.9
18/06/2017;54;32;18.7;66.4;21.9
19/06/2017;54;37;21.9;66.1;20.6
20/06/2017;62;31;24.0;60.7;22.7
21/06/2017;46;40;17.3;56.7;25.1
22/06/2017;56;29;18.4;59.1;14.2
23/06/2017;68;24;18.9;79.3;21.7
24/06/2017;59;25;19.2;75.8;23.8
25/06/2017;56;23;22.0;63.0;16.4
26/06/2017;52;31;18.9;73.8;20
27/06/2017;58;22;19.0;61.3;10.1
28/06/2017;63;25;21.1;81.5;24.8
29/06/2017;61;20;22.7;75.9;25.9
30/06/2017;39;12;19.3;68.3;32.2
01/07/2017;30;16;18.7;67.8;18.7
02/07/2017;40;27;17.3;77.4;26.2
03/07/2017;49;25;16.5;66.7;25.3
04/07/2017;48;30;14.9;70.7;22.2
05/07/2017;55;35;14.2;76.6;15
06/07/2017;58;35;16.4;65.8;15.6
07/07/2017;58;26;18.5;59.7;9.2
08/07/2017;58;27;19.2;68.5;12.6
09/07/2017;60;29;19.2;70.8;15.6
10/07/2017;65;32;21.8;66.5;21.9
11/07/2017;70;34;20.6;82.4;18
12/07/2017;68;24;20.3;75.5;13
13/07/2017;49;35;17.4;76.8;31.1
14/07/2017;52;29;15.8;65.3;14.8
15/07/2017;52;23;17.1;64.5;12.4
16/07/2017;50;33;17.8;64.0;13
17/07/2017;65;39;17.6;74.5;13.7
18/07/2017;55;38;18.2;63.1;11.4
19/07/2017;69;41;20.6;63.1;10.3
20/07/2017;72;47;20.5;80.3;10.6
21/07/2017;94;31;19.5;88.5;9.2
22/07/2017;70;25;21.9;73.3;10.8
23/07/2017;67;35;20.8;80.5;18
24/07/2017;65;21;22.4;65.0;12.7
25/07/2017;61;25;19.3;82.5;19.8
26/07/2017;56;27;17.3;78.7;13.7
27/07/2017;49;27;18.6;72.7;17.2
28/07/2017;61;28;18.1;84.2;12.7
29/07/2017;56;27;18.3;73.6;18.2
30/07/2017;59;38;23.5;61.7;14.5
31/07/2017;61;34;25.4;62.0;15.1
01/08/2017;70;46;27.4;60.4;23.2
02/08/2017;68;39;24.3;67.4;15.8
03/08/2017;74;45;23.9;73.1;14.5
04/08/2017;63;42;23.8;64.0;16.1
05/08/2017;58;28;21.8;62.1;14
06/08/2017;59;30;20.0;67.7;20
07/08/2017;44;27;18.0;61.4;11.3
08/08/2017;47;30;19.0;60.3;24.8
09/08/2017;58;34;22.9;61.2;24.1
10/08/2017;74;42;24.7;70.3;24.1
11/08/2017;94;27;27.2;65.4;22.2
12/08/2017;58;15;20.2;78.6;20.4
13/08/2017;50;19;17.1;75.0;14.5
14/08/2017;43;15;18.1;60.3;16.7
15/08/2017;39;30;19.4;54.8;18.2
16/08/2017;54;23;21.4;54.8;15.9
17/08/2017;62;55;19.4;79.3;14.6
18/08/2017;85;31;22.9;65.9;14
19/08/2017;67;23;19.9;80.3;17.9
20/08/2017;70;22;15.9;95.5;8
21/08/2017;57;18;15.0;82.7;13.5
22/08/2017;52;19;14.5;86.8;19.3
23/08/2017;54;30;13.9;88.0;20.3
24/08/2017;59;48;15.5;76.0;16.4
25/08/2017;84;36;17.8;75.4;14.5
26/08/2017;73;26;18.8;69.4;6.8
27/08/2017;65;22;19.5;75.9;24.5
28/08/2017;51;27;15.9;80.1;21.9
29/08/2017;51;32;16.0;67.4;10
30/08/2017;72;41;17.7;67.7;19.3
31/08/2017;73;28;20.4;65.5;20.8
01/09/2017;67;9;17.8;85.0;24.3
02/09/2017;34;15;13.8;94.5;24
03/09/2017;51;14;13.2;91.3;12.1
04/09/2017;46;14;13.5;91.1;23.3
05/09/2017;48;15;15.0;90.3;18.3
06/09/2017;50;18;15.2;93.1;10.1
07/09/2017;42;13;13.7;89.6;26.2
08/09/2017;74;29;14.9;78.1;18
09/09/2017;54;25;17.2;71.2;25.3
10/09/2017;67;39;18.4;78.0;17.4
11/09/2017;88;23;18.5;90.8;10.8
12/09/2017;63;26;15.3;93.1;12.9
13/09/2017;52;18;15.7;72.5;28.2
14/09/2017;33;23;16.1;75.6;23.8
15/09/2017;49;26;12.4;80.2;19.5
16/09/2017;67;31;12.8;84.8;17.1
17/09/2017;82;21;13.4;93.4;14.8
18/09/2017;55;44;12.3;85.2;36.2
19/09/2017;90;27;12.5;75.9;9.3
20/09/2017;75;25;12.3;90.0;22
21/09/2017;72;23;11.7;94.0;31.5
22/09/2017;66;31;13.4;93.6;16.1
23/09/2017;76;33;15.1;88.6;27
24/09/2017;75;29;14.8;86.2;22.5
25/09/2017;70;49;14.0;83.3;30.4
26/09/2017;87;36;15.6;79.5;24.9
27/09/2017;72;27;14.3;67.1;31.7
28/09/2017;64;31;12.8;68.6;30.3
29/09/2017;68;34;11.0;66.7;32
30/09/2017;76;36;10.6;65.8;28.2
01/10/2017;89;47;9.6;72.0;27.4
02/10/2017;101;37;9.8;76.8;24
03/10/2017;100;28;11.2;91.0;18.2
04/10/2017;70;15;11.5;83.0;21.6
05/10/2017;49;14;9.8;88.5;23.7
06/10/2017;45;19;9.2;88.3;24.6
07/10/2017;60;16;9.6;87.2;19.3
08/10/2017;54;19;9.2;88.9;21.2
09/10/2017;46;29;8.3;77.5;30.1
10/10/2017;71;23;8.5;81.3;22.7
11/10/2017;72;27;12.8;90.9;21.1
12/10/2017;83;39;13.9;80.4;22.7
13/10/2017;75;42;11.1;73.9;32.2
14/10/2017;94;30;12.0;87.9;20.1
15/10/2017;77;55;15.1;90.4;21.1
16/10/2017;104;71;14.2;83.8;12.6
17/10/2017;137;88;14.8;83.6;10.6
18/10/2017;155;59;13.9;85.7;8
19/10/2017;134;55;13.7;81.3;14.5
20/10/2017;126;51;12.0;91.2;13.2
21/10/2017;138;36;11.7;96.3;14.2
22/10/2017;104;31;9.0;96.3;23.2
23/10/2017;90;42;7.8;95.8;16.4
24/10/2017;104;36;6.1;82.8;15.6
25/10/2017;102;24;6.9;93.1;23.8
26/10/2017;65;28;11.5;83.4;26.2
27/10/2017;76;15;9.9;87.9;23.8
28/10/2017;56;7;7.8;87.8;29.8
29/10/2017;27;17;6.7;85.6;42.3
30/10/2017;31;32;4.0;69.2;47.3
31/10/2017;60;32;3.2;74.7;28.2
01/11/2017;93;22;7.2;91.4;25.4
02/11/2017;74;29;9.7;93.4;24.9
03/11/2017;80;44;9.2;90.9;16.7
04/11/2017;105;38;8.3;84.4;16.1
05/11/2017;104;59;7.8;80.6;23.8
06/11/2017;133;44;9.5;82.2;14.2
07/11/2017;114;36;8.6;86.0;23.2
08/11/2017;95;45;5.4;82.0;35.2
09/11/2017;112;52;5.9;90.0;18.2
10/11/2017;129;17;7.1;85.4;20.3
11/11/2017;56;26;5.0;84.1;27.5
12/11/2017;79;33;3.5;84.7;18.5
13/11/2017;99;39;3.0;91.9;18.7
14/11/2017;95;49;3.8;81.3;16.9
15/11/2017;118;67;5.6;83.1;14.8
16/11/2017;156;61;5.5;93.8;10.3
17/11/2017;145;43;4.9;86.6;14.2
18/11/2017;100;23;3.4;84.7;16.7
19/11/2017;72;19;3.9;82.0;24.8
20/11/2017;61;50;2.2;86.0;22.4
21/11/2017;121;56;0.7;90.7;9.5
22/11/2017;149;46;1.9;94.8;20.6
23/11/2017;122;59;5.5;92.9;21.1
24/11/2017;149;52;6.1;87.8;15.4
25/11/2017;135;32;8.3;84.4;18.8
26/11/2017;82;55;4.0;82.5;20.4
27/11/2017;140;56;0.8;90.4;11.4
28/11/2017;137;54;1.5;81.0;26.4
29/11/2017;146;51;1.4;91.3;13.8
30/11/2017;134;42;0.7;95.2;19
01/12/2017;121;51;0.7;94.9;24.5
02/12/2017;136;66;1.5;94.6;10.1
03/12/2017;160;44;0.5;94.0;7.4
04/12/2017;119;29;0.4;91.3;21.1
05/12/2017;86;15;2.6;90.5;23
06/12/2017;55;38;5.7;93.7;37.3
07/12/2017;104;43;4.4;86.2;26.1
08/12/2017;103;45;3.9;80.3;19.2
09/12/2017;109;38;0.6;83.5;12.9
10/12/2017;97;27;0.8;81.1;25.6
11/12/2017;77;36;3.5;79.9;30.1
12/12/2017;69;52;7.3;71.1;29.8
13/12/2017;96;35;1.3;75.1;19.6
14/12/2017;101;71;1.4;82.9;30.6
15/12/2017;118;48;2.1;85.6;19.3
16/12/2017;129;58;1.3;92.8;15.6
17/12/2017;145;68;1.0;89.7;9
18/12/2017;154;45;-0.8;93.8;13.5
19/12/2017;109;44;-2.1;83.3;20.4
20/12/2017;122;42;-0.3;90.7;20.4
21/12/2017;119;23;0.1;95.8;19.8
22/12/2017;71;23;3.3;89.6;27
23/12/2017;75;11;3.6;93.2;28.3
24/12/2017;44;16;8.4;90.9;50.9
25/12/2017;58;39;8.4;82.5;39.8
26/12/2017;110;49;4.5;79.4;18.5
27/12/2017;132;44;3.0;86.5;20.9
28/12/2017;101;37;6.5;79.8;25.6
29/12/2017;105;57;2.0;91.2;18.2
30/12/2017;147;66;-0.2;88.3;20.1
31/12/2017;82;33;3.7;90.7;23.5
01/01/2018;96;55;7.6;83.3;19.5
02/01/2018;147;34;1.4;96.7;14.2
03/01/2018;88;25;3.5;89.5;26.4
04/01/2018;64;27;5.8;81.1;28
05/01/2018;76;38;6.3;77.7;24.9
06/01/2018;105;37;5.4;88.7;11.4
07/01/2018;93;78;2.1;79.2;21.1
08/01/2018;131;78;-2.9;80.8;6
09/01/2018;160;51;-2.0;79.6;24.3
10/01/2018;114;40;0.3;74.2;28.2
11/01/2018;107;34;0.5;87.1;27.2
12/01/2018;89;44;-1.4;85.1;32.8
13/01/2018;89;43;-2.2;76.0;33.6
14/01/2018;97;54;-5.3;74.6;33.6
15/01/2018;122;70;-6.1;69.5;32
16/01/2018;137;39;-5.1;81.4;42.6
17/01/2018;110;34;0.3;89.8;22.5
18/01/2018;100;27;1.1;87.0;28.2
19/01/2018;84;53;0.9;89.5;29.8
20/01/2018;143;68;0.3;92.7;11.4
21/01/2018;159;51;-1.3;93.3;14.5
22/01/2018;123;56;-3.4;87.1;20.4
23/01/2018;142;56;-4.7;85.5;22.2
24/01/2018;152;50;-0.5;89.0;23.3
25/01/2018;135;70;3.8;79.1;18.2
26/01/2018;159;80;0.7;84.2;15.9
27/01/2018;175;35;1.5;96.8;9.3
28/01/2018;101;18;4.2;91.3;26.4
29/01/2018;63;15;8.1;89.0;35.2
30/01/2018;41;40;4.7;79.7;49.6
31/01/2018;84;42;3.5;75.0;23.7
01/02/2018;118;39;4.2;88.6;18.7
02/02/2018;107;68;1.7;94.2;11.3
03/02/2018;160;43;-0.3;95.3;13.4
04/02/2018;104;85;-0.4;77.5;20.4
05/02/2018;91;48;-3.0;71.7;23.7
06/02/2018;115;114;-4.9;83.9;13.4
07/02/2018;170;56;-4.2;79.2;20
08/02/2018;149;48;-1.3;88.1;22
09/02/2018;128;61;-2.6;90.4;18.5
10/02/2018;150;65;-3.4;88.5;10.6
11/02/2018;156;57;-2.0;84.2;21.7
12/02/2018;150;85;-0.5;86.6;15.1
13/02/2018;171;60;-0.3;87.6;7.2
14/02/2018;151;46;0.1;87.0;16.7
15/02/2018;124;56;-2.7;85.8;18.8
16/02/2018;150;51;-0.2;85.2;19.5
17/02/2018;143;53;0.7;88.9;16.1
18/02/2018;104;71;0.2;78.8;20.9
19/02/2018;145;62;0.2;72.5;8.4
20/02/2018;124;61;-0.5;63.4;24.1
21/02/2018;127;59;-1.9;70.5;24.6
22/02/2018;136;63;-5.1;69.0;22
23/02/2018;137;56;-5.6;68.7;17.9
24/02/2018;117;65;-7.2;72.5;31.9
25/02/2018;116;97;-10.3;66.5;19.3
26/02/2018;145;94;-10.7;66.5;15.8
27/02/2018;150;72;-11.6;65.3;24.9
28/02/2018;119;61;-10.6;64.7;31.5
01/03/2018;120;76;-11.1;68.7;13.7
02/03/2018;152;66;-11.0;68.8;19.5
03/03/2018;157;78;-9.1;72.8;16.6
04/03/2018;158;151;-7.1;72.5;12.1
05/03/2018;179;87;-1.9;58.3;25.9
06/03/2018;164;65;1.5;68.1;24.6
07/03/2018;160;65;2.1;93.7;15.8
08/03/2018;152;54;4.8;80.6;13.4
09/03/2018;126;63;3.5;79.1;16.1
10/03/2018;145;65;4.7;71.0;12.9
11/03/2018;150;47;9.4;68.5;19.5
12/03/2018;102;51;10.2;75.1;29.9
13/03/2018;97;42;10.5;71.4;23
14/03/2018;99;41;6.2;85.9;18
15/03/2018;100;32;1.0;82.0;22.9
16/03/2018;77;25;-1.7;79.6;39.6
17/03/2018;60;43;-4.5;56.9;43
18/03/2018;66;63;-3.8;45.1;38.5
19/03/2018;93;80;-3.0;39.1;25.7
20/03/2018;139;61;-1.0;44.8;13.2
21/03/2018;80;71;-0.6;56.6;30.7
22/03/2018;132;67;1.5;57.2;18.5
23/03/2018;160;87;1.8;80.5;8.7
24/03/2018;171;74;3.3;63.5;12.1
25/03/2018;157;86;4.2;59.0;13.8
26/03/2018;158;55;4.1;69.5;10.9
27/03/2018;105;54;2.4;75.2;23.3
28/03/2018;112;42;2.1;61.6;18.2
29/03/2018;118;61;2.2;92.8;24.1
30/03/2018;119;58;6.5;64.2;16.6
31/03/2018;145;31;6.7;83.1;27.8
01/04/2018;96;23;5.7;93.8;33.3
02/04/2018;71;73;2.7;80.3;34.3
03/04/2018;135;64;7.5;64.8;18.3
04/04/2018;117;86;13.2;61.3;20.9
05/04/2018;115;135;13.7;61.7;17.4
06/04/2018;96;70;9.0;55.3;25.4
07/04/2018;99;77;8.8;50.2;23.5
08/04/2018;137;146;15.4;55.3;31.5
09/04/2018;103;135;18.5;51.5;29.5
10/04/2018;103;59;18.8;50.1;18.5
11/04/2018;89;49;14.9;68.8;31.5
12/04/2018;98;50;14.8;67.3;32.2
13/04/2018;97;50;16.5;65.3;37.2
14/04/2018;84;35;15.0;72.3;15.3
15/04/2018;80;62;16.3;62.9;21.6
16/04/2018;100;44;18.5;62.4;14.2
17/04/2018;88;54;13.6;82.8;23.8
18/04/2018;82;56;12.9;68.0;22.2
19/04/2018;74;61;15.1;59.3;33.3
20/04/2018;70;64;14.2;55.5;12.2
21/04/2018;74;42;16.6;49.8;28.6
22/04/2018;54;47;12.9;53.0;18
23/04/2018;66;47;14.4;58.8;15
24/04/2018;88;44;14.6;71.0;22.5
25/04/2018;77;35;14.8;71.6;23.5
26/04/2018;58;32;10.7;70.7;21.6
27/04/2018;78;57;9.7;71.0;15.6
28/04/2018;83;46;14.8;60.2;19.2
29/04/2018;86;39;18.6;65.7;17.5
30/04/2018;71;45;21.6;62.1;27.2
01/05/2018;73;38;19.5;63.5;16.4
02/05/2018;57;48;16.7;61.6;20.9
03/05/2018;67;59;22.1;55.9;22.2
04/05/2018;72;47;17.2;56.5;35.1
05/05/2018;52;29;14.3;45.2;27.7
06/05/2018;43;40;15.8;48.8;25.3
07/05/2018;49;41;18.0;44.0;22.9
08/05/2018;51;46;20.3;42.7;26.9
09/05/2018;64;43;21.1;49.3;22.5
10/05/2018;67;45;21.3;53.8;24.6
11/05/2018;69;38;21.1;56.9;22.2
12/05/2018;52;40;19.9;39.8;22
13/05/2018;56;38;20.0;40.5;25.4
14/05/2018;61;29;16.5;49.6;28.5
15/05/2018;67;33;15.5;69.7;21.7
16/05/2018;62;19;16.0;85.6;24
17/05/2018;57;39;15.3;88.7;17.1
18/05/2018;71;43;15.8;80.4;28.3
19/05/2018;63;21;14.8;70.8;24.1
20/05/2018;39;23;16.9;46.9;21.2
21/05/2018;42;27;17.1;46.1;23.3
22/05/2018;55;36;16.8;65.5;21.9
23/05/2018;68;29;18.7;62.8;17.5
24/05/2018;52;35;19.9;53.9;25.3
25/05/2018;64;34;19.4;58.5;19.6
26/05/2018;87;27;17.6;86.9;19.2
27/05/2018;64;34;21.3;67.1;17.4
28/05/2018;55;32;22.7;52.6;19.6
29/05/2018;48;41;22.5;48.1;28
30/05/2018;58;34;23.1;51.0;18.3
31/05/2018;62;37;24.7;52.9;11.6
01/06/2018;62;30;24.6;49.0;23.5
02/06/2018;75;42;21.4;72.5;15.9
03/06/2018;84;48;21.0;74.4;12.7
04/06/2018;87;42;22.2;66.8;13.7
05/06/2018;67;20;20.0;64.4;26.7
06/06/2018;27;26;13.6;40.6;23.8
07/06/2018;36;39;17.1;39.4;17.5
08/06/2018;49;36;21.7;39.8;13
09/06/2018;45;32;24.3;37.7;16.6
10/06/2018;53;48;25.5;41.9;16.4
11/06/2018;86;45;22.2;67.7;19.3
12/06/2018;79;33;20.0;68.6;19.3
13/06/2018;55;36;18.6;62.6;13.2
14/06/2018;57;36;19.9;59.3;25.3
15/06/2018;54;32;21.5;55.8;20.9
16/06/2018;56;39;22.9;52.2;17.2
17/06/2018;62;46;23.5;49.4;11.1
18/06/2018;77;52;22.4;62.4;13.5
19/06/2018;69;50;22.5;58.8;18.8
20/06/2018;65;59;22.6;56.5;17.5
21/06/2018;65;35;23.3;58.3;25.3
22/06/2018;41;35;15.1;54.5;28
23/06/2018;55;16;13.6;68.7;19.5
24/06/2018;47;18;13.0;83.9;18
25/06/2018;54;26;12.8;88.8;15.9
26/06/2018;68;22;14.6;84.7;11.6
27/06/2018;54;29;20.2;65.2;22.5
28/06/2018;58;41;22.8;55.0;36.9
29/06/2018;62;25;23.6;52.3;31.1
30/06/2018;35;24;15.3;59.6;41.5
01/07/2018;36;20;14.5;59.8;33.6
02/07/2018;41;32;13.4;80.2;27.7
03/07/2018;45;39;18.5;55.7;20.4
04/07/2018;54;40;20.9;53.2;18
05/07/2018;53;32;24.9;41.7;18.5
06/07/2018;52;37;22.4;54.9;23.3
07/07/2018;60;24;22.1;55.8;21.9
08/07/2018;50;24;22.2;59.5;24.6
09/07/2018;42;21;21.8;45.6;12.4
10/07/2018;44;28;23.4;46.2;18.3
11/07/2018;63;31;21.3;64.4;15.1
12/07/2018;74;31;19.4;77.5;11.1
13/07/2018;62;19;18.8;76.7;15.8
14/07/2018;60;19;18.4;92.9;24.8
15/07/2018;60;23;18.0;88.5;21.9
16/07/2018;63;16;19.0;89.0;19.6
17/07/2018;50;23;21.3;82.7;20.1
18/07/2018;64;39;23.0;82.7;20.6
19/07/2018;80;43;21.7;85.8;24.1
20/07/2018;80;42;22.2;77.3;21.4
21/07/2018;67;37;22.4;65.7;12.6
22/07/2018;71;37;23.7;59.0;11.3
23/07/2018;60;45;24.7;55.6;28.6
24/07/2018;64;33;23.9;55.1;27.4
25/07/2018;62;33;24.4;63.2;19.6
26/07/2018;61;31;24.1;69.2;17.2
27/07/2018;60;31;25.1;65.4;18.5
28/07/2018;69;33;25.6;68.5;14
29/07/2018;70;29;24.6;75.6;13.2
30/07/2018;63;38;25.2;71.1;14
31/07/2018;76;32;25.1;72.4;14.3
01/08/2018;69;32;26.2;66.8;12.7
02/08/2018;60;58;27.0;60.0;14.6
03/08/2018;77;48;24.8;72.5;12.2
04/08/2018;74;23;25.3;65.2;11.3
05/08/2018;47;33;22.7;67.8;19.6
06/08/2018;48;40;19.9;68.3;19
07/08/2018;57;29;21.8;61.9;8.5
08/08/2018;50;32;24.2;53.7;24.1
09/08/2018;57;40;26.1;53.2;33.8
10/08/2018;68;18;25.7;58.2;30.1
11/08/2018;55;18;19.1;83.2;13.5
12/08/2018;38;30;18.0;64.8;15.8
13/08/2018;59;37;21.9;63.8;15.8
14/08/2018;66;24;21.4;74.8;15.3
15/08/2018;57;21;20.0;76.9;17.4
16/08/2018;45;23;20.9;68.6;10.9
17/08/2018;49;36;21.9;67.2;17.9
18/08/2018;67;39;22.2;69.7;8.4
19/08/2018;76;44;22.3;71.7;7.2
20/08/2018;74;36;23.8;66.4;16.9
21/08/2018;51;23;19.6;62.9;21.6
22/08/2018;41;33;19.4;55.7;14.2
23/08/2018;62;45;21.3;59.3;21.4
24/08/2018;85;25;23.2;70.5;21.9
25/08/2018;66;17;18.3;90.1;7.9
26/08/2018;53;23;13.8;90.0;13.2
27/08/2018;52;44;15.1;72.1;7.2
28/08/2018;71;26;12.5;91.0;4
29/08/2018;57;28;17.1;70.3;8.5
30/08/2018;68;37;19.0;67.2;20.9
31/08/2018;74;25;18.4;77.4;16.1
01/09/2018;62;23;18.8;68.8;14
02/09/2018;61;28;21.9;60.9;25.3
03/09/2018;63;44;21.4;65.2;23
04/09/2018;78;39;21.4;62.3;15.4
05/09/2018;80;42;18.9;77.5;16.6
06/09/2018;79;53;19.0;72.5;12.6
07/09/2018;90;46;18.9;70.4;11.4
08/09/2018;93;30;18.1;79.5;17.9
09/09/2018;75;31;18.0;82.8;9.5
10/09/2018;62;42;18.7;67.0;9.8
11/09/2018;70;40;17.6;69.3;11.9
12/09/2018;60;23;21.5;59.8;14.6
13/09/2018;45;18;19.3;67.6;21.4
14/09/2018;51;33;16.3;81.4;13.5
15/09/2018;78;31;15.7;81.3;10.6
16/09/2018;62;34;14.2;73.1;13.4
17/09/2018;62;44;15.8;70.7;12.7
18/09/2018;89;45;18.3;74.2;16.3
19/09/2018;80;52;20.2;67.3;14.5
20/09/2018;93;47;20.4;70.1;12.4
21/09/2018;94;32;19.9;66.0;21.4
22/09/2018;50;20;14.2;68.3;22.9
23/09/2018;55;9;11.0;80.3;15.3
24/09/2018;29;24;9.4;84.1;36.7
25/09/2018;43;26;7.6;71.4;26.7
26/09/2018;59;29;8.5;71.4;18
27/09/2018;61;31;14.6;67.5;25.4
28/09/2018;62;35;13.7;75.2;19.5
29/09/2018;61;24;8.1;71.8;12.4
30/09/2018;59;46;8.0;65.1;19
01/10/2018;86;41;9.0;72.8;15
02/10/2018;78;18;9.7;72.6;21.6
03/10/2018;38;30;9.5;75.7;32.8
04/10/2018;63;41;8.4;77.0;22
05/10/2018;84;39;10.8;78.0;12.1
06/10/2018;91;39;11.4;74.7;20.1
07/10/2018;77;35;14.3;74.3;20.6
08/10/2018;63;51;8.6;79.7;9.3
09/10/2018;105;55;8.8;82.5;10.3
10/10/2018;129;48;11.5;78.3;10.1
11/10/2018;118;48;13.4;71.9;20.9
12/10/2018;109;50;14.4;68.1;19.8
13/10/2018;121;44;14.0;73.9;15.4
14/10/2018;107;45;13.5;71.9;22.7
15/10/2018;86;56;12.0;66.8;17.7
16/10/2018;118;68;11.5;71.3;11.7
17/10/2018;136;74;12.1;71.5;12.6
18/10/2018;151;62;12.8;72.0;7.7
19/10/2018;143;36;10.4;91.1;14.6
20/10/2018;98;23;8.8;95.1;7.1
21/10/2018;66;36;8.0;83.1;10.3
22/10/2018;90;13;6.4;90.9;11.7
23/10/2018;47;6;6.6;90.2;28.8
24/10/2018;16;9;6.3;74.4;44.9
25/10/2018;37;19;6.5;86.4;27.4
26/10/2018;50;31;8.1;79.3;20
27/10/2018;77;17;9.1;75.8;18.8
28/10/2018;54;20;5.7;85.9;20.1
29/10/2018;62;25;7.1;95.4;27.7
30/10/2018;61;36;16.6;74.9;35.4
31/10/2018;67;38;12.3;70.7;14.5
01/11/2018;94;51;11.5;81.4;26.6
02/11/2018;101;26;14.2;81.5;13.5
03/11/2018;80;21;9.7;91.7;18.8
04/11/2018;69;39;10.5;93.1;23.7
05/11/2018;106;42;11.4;92.5;24.1
06/11/2018;109;47;10.8;83.1;19.5
07/11/2018;124;61;10.6;84.9;27
08/11/2018;142;67;8.4;91.0;11.3
09/11/2018;159;65;7.2;98.4;11.3
10/11/2018;158;54;7.2;98.8;19.3
11/11/2018;146;56;5.9;95.2;23.7
12/11/2018;150;50;7.7;89.1;19.2
13/11/2018;133;24;9.4;88.5;21.4
14/11/2018;74;22;8.7;90.9;21.7
15/11/2018;62;25;8.0;81.4;16.7
16/11/2018;73;46;3.8;76.2;25.3
17/11/2018;117;57;0.8;72.5;16.4
18/11/2018;150;13;-1.6;94.5;11.4
19/11/2018;52;18;2.3;85.3;34
20/11/2018;60;23;1.0;74.0;36.5
21/11/2018;73;29;0.2;74.6;33.5
22/11/2018;84;40;-0.5;81.7;18.8
23/11/2018;111;52;-2.5;95.9;20
24/11/2018;144;60;0.6;97.5;17.4
25/11/2018;158;25;2.7;96.1;7.6
26/11/2018;78;58;0.9;83.2;26.9
27/11/2018;128;42;-1.6;87.9;12.4
28/11/2018;108;24;-1.5;83.4;15.9
29/11/2018;68;27;-3.5;72.6;42.2
30/11/2018;74;54;-5.3;61.9;39.4
01/12/2018;129;61;-8.0;73.7;17.4
02/12/2018;150;36;-0.1;85.8;21.1
03/12/2018;103;32;4.6;93.7;18.7
04/12/2018;94;33;5.5;93.7;18.7
